timestamp,cpu_percent,memory_mb
1736912766.014271,220.3,998.16796875
1736912767.0149124,103.1,997.46484375
1736912768.0159063,75.0,997.921875
1736912769.0165386,235.9,998.21484375
1736912770.0173514,256.2,997.88671875
1736912771.018189,243.2,997.23046875
1736912772.0188136,343.8,997.796875
1736912773.0198817,293.8,996.421875
1736912774.021214,246.9,997.984375
1736912775.0222154,253.1,997.2265625
1736912776.0240479,231.2,997.32421875
1736912777.0256574,184.4,998.296875
1736912778.0260859,201.6,998.32421875
1736912779.0268333,207.8,997.9453125
1736912780.0279646,267.2,997.1015625
1736912781.028844,256.2,997.91015625
1736912782.029242,231.2,997.97265625
1736912783.029932,271.9,996.0703125
1736912784.0309863,196.9,998.3984375
1736912785.0322928,285.9,995.94921875
1736912786.03354,258.4,997.46875
1736912787.03474,234.4,995.51171875
1736912788.035874,239.1,996.1484375
1736912789.0368152,253.1,998.171875
1736912790.0380347,220.3,997.40234375
1736912791.0387437,260.9,996.09375
1736912792.0398285,187.5,998.48046875
1736912793.041,231.2,997.41015625
1736912794.0422637,270.3,995.48828125
1736912795.0442815,237.5,997.8984375
1736912796.0451937,221.9,992.8828125
1736912797.0467627,298.4,997.4140625
1736912798.0472682,339.1,997.34765625
1736912799.048082,273.4,995.53515625
1736912800.0488608,337.1,995.93359375
1736912801.0496352,317.2,992.92578125
1736912802.051648,90.6,997.62109375
1736912803.0527575,167.2,993.26953125
1736912804.0538988,195.3,992.8984375
1736912805.0552886,251.6,996.1953125
1736912806.0562418,234.4,992.81640625
1736912807.0582309,254.7,995.89453125
1736912808.0595276,314.1,992.92578125
1736912809.0603209,267.2,992.84375
1736912810.0614681,260.9,992.74609375
1736912811.0621607,339.1,998.7109375
1736912812.0632696,325.0,998.97265625
1736912813.0642207,332.8,998.6484375
1736912814.0647213,166.1,999.47265625
1736912815.0659852,214.1,999.06640625
1736912816.0666997,307.8,998.6328125
1736912817.067722,220.3,998.8828125
1736912818.068817,95.3,999.203125
1736912819.070552,212.5,998.55078125
1736912820.0730875,206.2,998.57421875
1736912821.074911,210.9,998.58203125
1736912822.0763626,210.9,998.46875
1736912823.077017,273.4,998.4140625
1736912824.0784783,275.0,998.4609375
1736912825.079343,345.3,998.72265625
1736912826.0803494,296.8,998.55859375
1736912827.0816133,231.2,998.6796875
1736912828.0836015,365.6,998.5234375
1736912829.0845788,385.9,998.59765625
1736912830.0860004,290.6,998.765625
1736912831.0870025,340.6,998.5234375
1736912832.0884254,307.8,998.42578125
1736912833.0889308,271.9,998.66796875
1736912834.089474,298.4,998.44140625
1736912835.0911815,326.6,998.86328125
1736912836.0920556,285.9,998.59765625
